source,	target,	weight
louisiana	mexico	6
louisiana	oklahoma	27
mexico	texas	29
oklahoma	texas	43
mexico	oklahoma	2
france	tennessee	517
france	maryland	615
magyarorszag	zhonghua	18
newfoundland	pennsylvania	4
eire	kansas	8
kansas	scotland	2
eire	scotland	44
maine	scotland	4
europe,	magyarorszag	138
europe,	hrvatska	1
europe,	transylvania	4
gaeta,latina,lazio,italia,europe	hrvatska	1
gaeta,latina,lazio,italia,europe	transylvania	1
austria	hrvatska	1
austria	transylvania	5
hrvatska	magyarorszag	4
magyarorszag	transylvania	6
hrvatska	transylvania	1
france	hrvatska	4
france	transylvania	2
france	srbija	5
france	zhonghua,asia	22
gaeta,latina,lazio,italia,europe	srbija	3
gaeta,latina,lazio,italia,europe	zhonghua,asia	5
italia	srbija	2
italia	zhonghua,asia	6
sardegna	srbija	1
sardegna	zhonghua,asia	1
italian	magyarorszag	3
italian	srbija	1
italian	zhonghua,asia	1
austria	srbija	1
austria	zhonghua,asia	7
magyarorszag	srbija	4
magyarorszag	zhonghua,asia	4
srbija	zhonghua	2
srbija	zhonghua,asia	1
europe,	misr	8
europe,	istanbul,istanbul,marmara,turkiye,asia	47
misr	suriyah	9
istanbul,istanbul,marmara,turkiye,asia	suriyah	5
magyarorszag	suriyah	16
polska	suriyah	5
lombardy	suriyah	3
suriyah	zhonghua	12
suriyah	zhonghua,asia	3
france	misr	13
france	istanbul,istanbul,marmara,turkiye,asia	57
france	polska	252
france	lombardy	29
misr	rossiya	10
istanbul,istanbul,marmara,turkiye,asia	rossiya	24
lombardy	rossiya	7
istanbul,istanbul,marmara,turkiye,asia	misr	1
austria	misr	2
misr	venezia,venezia,veneto,italia,europe	3
magyarorszag	misr	2
misr	polska	2
misr	prussia	2
,	misr	4
lombardy	misr	1
misr	napoli,napoli,campania,italia,europe	3
italia	misr	7
misr	zhonghua	13
misr	zhonghua,asia	1
austria	istanbul,istanbul,marmara,turkiye,asia	33
istanbul,istanbul,marmara,turkiye,asia	venezia,venezia,veneto,italia,europe	6
istanbul,istanbul,marmara,turkiye,asia	magyarorszag	15
istanbul,istanbul,marmara,turkiye,asia	polska	10
istanbul,istanbul,marmara,turkiye,asia	prussia	20
,	istanbul,istanbul,marmara,turkiye,asia	7
istanbul,istanbul,marmara,turkiye,asia	lombardy	3
istanbul,istanbul,marmara,turkiye,asia	napoli,napoli,campania,italia,europe	13
istanbul,istanbul,marmara,turkiye,asia	italia	42
istanbul,istanbul,marmara,turkiye,asia	zhonghua	12
istanbul,istanbul,marmara,turkiye,asia	zhonghua,asia	2
austria	lombardy	18
magyarorszag	venezia,venezia,veneto,italia,europe	12
polska	venezia,venezia,veneto,italia,europe	5
prussia	venezia,venezia,veneto,italia,europe	22
venezia,venezia,veneto,italia,europe	zhonghua	18
venezia,venezia,veneto,italia,europe	zhonghua,asia	4
magyarorszag	polska	89
lombardy	magyarorszag	7
polska	prussia	111
,	polska	6
lombardy	polska	4
napoli,napoli,campania,italia,europe	polska	9
polska	zhonghua	15
polska	zhonghua,asia	2
,	prussia	17
lombardy	prussia	5
prussia	zhonghua	25
prussia	zhonghua,asia	2
,	lombardy	5
,	zhonghua,asia	1
lombardy	zhonghua	5
lombardy	zhonghua,asia	1
napoli,napoli,campania,italia,europe	zhonghua,asia	1
sverige	virginia	20
espana	zhonghua,asia	14
france	jawa	3
borneo	sumatera	1
colorado	negrofoot	1
delaware	france	64
rossiya	transylvania	4
polska	transylvania	4
italia	transylvania	2
bordeaux,gironde,aquitaine,france,europe	bordeaux,gironde,aquitaine,france,europe	12
ellas	teutonic	4
misr	teutonic	2
teutonic	zhonghua	1
bharat	teutonic	1
africa	teutonic	1
asia	teutonic	1
iran	teutonic	1
critalla	teutonic	1
cilicia,turkiye,asia	teutonic	1
lycaonia,turkiye,asia	teutonic	1
cappadocia,turkiye,asia	teutonic	1
samosata,	teutonic	1
ellas	ellas	65
ellas	misr	14
ellas	zhonghua	8
bharat	ellas	23
africa	ellas	15
asia	ellas	22
ellas	iran	13
critalla	ellas	4
cilicia,turkiye,asia	ellas	7
ellas	lycaonia,turkiye,asia	4
cappadocia,turkiye,asia	ellas	4
ellas	samosata,	4
bharat	misr	16
africa	misr	7
misr	misr	2
asia	misr	4
iran	misr	4
critalla	misr	2
cilicia,turkiye,asia	misr	8
lycaonia,turkiye,asia	misr	2
cappadocia,turkiye,asia	misr	2
misr	samosata,	2
africa	zhonghua	43
asia	zhonghua	13
iran	zhonghua	3
critalla	zhonghua	1
cilicia,turkiye,asia	zhonghua	1
lycaonia,turkiye,asia	zhonghua	1
cappadocia,turkiye,asia	zhonghua	1
samosata,	zhonghua	1
africa	bharat	77
asia	bharat	36
bharat	iran	12
bharat	critalla	1
bharat	cilicia,turkiye,asia	4
bharat	lycaonia,turkiye,asia	1
bharat	cappadocia,turkiye,asia	1
bharat	samosata,	1
africa	asia	24
africa	iran	3
africa	critalla	1
africa	cilicia,turkiye,asia	1
africa	lycaonia,turkiye,asia	1
africa	cappadocia,turkiye,asia	1
africa	samosata,	1
asia	iran	1
asia	critalla	1
asia	cilicia,turkiye,asia	1
asia	lycaonia,turkiye,asia	1
asia	cappadocia,turkiye,asia	1
asia	samosata,	1
critalla	iran	1
cilicia,turkiye,asia	iran	4
iran	lycaonia,turkiye,asia	1
cappadocia,turkiye,asia	iran	1
iran	samosata,	1
cilicia,turkiye,asia	critalla	1
critalla	lycaonia,turkiye,asia	1
cappadocia,turkiye,asia	critalla	1
critalla	samosata,	1
cilicia,turkiye,asia	lycaonia,turkiye,asia	1
cappadocia,turkiye,asia	cilicia,turkiye,asia	1
cilicia,turkiye,asia	samosata,	1
cappadocia,turkiye,asia	lycaonia,turkiye,asia	1
lycaonia,turkiye,asia	samosata,	1
cappadocia,turkiye,asia	samosata,	1
europe,	pennsylvania	324
gaeta,latina,lazio,italia,europe	germany	3
germany	prussia	25
ecuador	guatemala	2
,	pennsylvania	310
europe,	illinois	219
italia	switzerland	37
florida	key	3
key	massachusetts	1
alabama	key	2
key	mississippi	1
key	louisiana	2
key	pennsylvania	1
charlottenburg,berlin,berlin,deutschland,europe	prussia	2
espana	piedmont	5
espana	lombardy	8
espana	sicilia	12
france	piedmont	11
gaeta,latina,lazio,italia,europe	piedmont	3
gaeta,latina,lazio,italia,europe	lombardy	3
napoli,napoli,campania,italia,europe	piedmont	3
austria	piedmont	16
piedmont	sicilia	1
piedmont	venezia,venezia,veneto,italia,europe	8
sicilia	venezia,venezia,veneto,italia,europe	8
danmark	sverige	11
espana	sverige	28
danmark	espana	7
belgie	europe,	213
belgie	rossiya	52
espana	prussia	123
belgie	prussia	40
belgie	sardegna	5
europe,	normandie,france,europe	8
france	normandie,france,europe	13
germany	normandie,france,europe	1
africa	africa	164
africa	europe,	155
africa,	zhonghua	7
africa,	asia	3
austria	illinois	17
gaeta,latina,lazio,italia,europe	illinois	3
illinois	napoli,napoli,campania,italia,europe	4
tarshish	virginia	1
tarshish	venezia,venezia,veneto,italia,europe	4
,	tarshish	1
,	bharat	26
bharat	tarshish	1
istanbul,istanbul,marmara,turkiye,asia	turkiye	16
california	idaho	3
idaho	oregon	6
idaho	maryland	3
idaho	virginia	2
idaho	pennsylvania	2
arkansas	idaho	4
idaho	illinois	10
idaho	missouri	3
idaho	texas	4
idaho	idaho	1
georgia	murren,bern,schweiz,europe	1
florida	prussia	7
arizona	florida	14
georgia	prussia	19
arizona	georgia	20
prussia	virginia	42
alabama	prussia	33
alabama	arizona	20
mississippi	prussia	21
arizona	mississippi	18
prussia	texas	18
arizona	texas	66
arkansas	prussia	8
arizona	arkansas	21
louisiana	prussia	22
arizona	louisiana	15
prussia	tennessee	13
arizona	tennessee	28
kentucky	prussia	18
arizona	kentucky	79
arizona	missouri	57
maryland	prussia	11
arizona	maryland	55
delaware	prussia	4
arizona	delaware	17
illinois	prussia	13
arizona	illinois	13
arizona	prussia	1
siena,siena,toscana,italia,europe	zhonghua	1
rossiya	sverige,europe	11
,	yankees	194
caprera	caprera	2
caprera	italia	8
africa,	georgia	45
europe,	yankees	132
vermont	vermont	76
africa	peru	5
peru	zhonghua	7
europe,	peru	8
europe	peru	2
bharat	peru	7
georgia	peru	4
peru	peru	1
misr	peru	2
peru	turkiye	2
africa	europe	13
africa	georgia	39
africa	turkiye	13
europe	zhonghua	12
georgia	zhonghua	27
turkiye	zhonghua	23
europe	europe,	153
bharat	europe	33
europe	misr	2
europe	turkiye	11
bharat	georgia	32
bharat	turkiye	29
georgia	misr	2
georgia	turkiye	8
misr	turkiye	8
africa	france	108
algeria	georgia	1
algeria	zhonghua	5
africa	algeria	3
iowa	massachusetts	45
california	cork,cork,munster,eire,europe	3
honduras	tennessee	7
honduras	nicaragua	21
caprera	palermo,palermo,sicilia,italia,europe	3
bharat	nihon	11
nihon	prussia	16
europe,	nihon	62
nihon	tokyo,tokyo,kanto,nihon,asia	8
bharat	prussia	33
bharat	tokyo,tokyo,kanto,nihon,asia	2
tokyo,tokyo,kanto,nihon,asia	zhonghua	7
prussia	tokyo,tokyo,kanto,nihon,asia	6
europe,	tokyo,tokyo,kanto,nihon,asia	4
tokyo,tokyo,kanto,nihon,asia	tokyo,tokyo,kanto,nihon,asia	1
jawa	tra	1
sicilia	tra	1
africa,	nihon	4
produce	sardegna	1
france	produce	3
napoli,napoli,campania,italia,europe	produce	1
gaeta,latina,lazio,italia,europe	produce	1
italia	produce	2
produce	prussia	1
austria	produce	1
produce	rossiya	1
produce	zhonghua	2
california	nihon	14
france	texas	300
canada	missouri	12
africa	tennessee	24
austria	bharat	45
africa,	mississippi	50
africa,	florida	24
africa,	alabama	37
africa,	texas	44
europe,	sicilia,italia,europe	1
napoli,napoli,campania,italia,europe	sicilia,italia,europe	2
gaeta,latina,lazio,italia,europe	sicilia,italia,europe	1
canada	zhonghua	4
virginia	wyoming	23
georgia	mayo,connacht,eire,europe	2
alabama	mayo,connacht,eire,europe	3
mayo,connacht,eire,europe	virginia	1
florida	mayo,connacht,eire,europe	2
louisiana	mayo,connacht,eire,europe	1
mayo,connacht,eire,europe	mississippi	1
mayo,connacht,eire,europe	texas	2
mayo,connacht,eire,europe	michigan	2
africa,	illinois	32
pennsylvania	state	2
state	state	21
europe,	portugal	96
africa	virginia	112
africa	maryland	51
kentucky	misr,africa	2
europe,	ohio	83
europe,	messina,messina,sicilia,italia,europe	23
europe,	nicisset	1
europe,	genova,genova,liguria,italia,europe	23
gaeta,latina,lazio,italia,europe	messina,messina,sicilia,italia,europe	11
messina,messina,sicilia,italia,europe	turkiye	5
messina,messina,sicilia,italia,europe	suriyah	6
messina,messina,sicilia,italia,europe	nicisset	2
france	messina,messina,sicilia,italia,europe	30
genova,genova,liguria,italia,europe	messina,messina,sicilia,italia,europe	6
messina,messina,sicilia,italia,europe	messina,messina,sicilia,italia,europe	8
gaeta,latina,lazio,italia,europe	turkiye	8
gaeta,latina,lazio,italia,europe	nicisset	1
gaeta,latina,lazio,italia,europe	genova,genova,liguria,italia,europe	7
suriyah	turkiye	17
nicisset	turkiye	1
france	turkiye	249
genova,genova,liguria,italia,europe	turkiye	3
nicisset	suriyah	1
genova,genova,liguria,italia,europe	suriyah	1
france	nicisset	1
genova,genova,liguria,italia,europe	nicisset	1
france	genova,genova,liguria,italia,europe	37
,	fines	3
mississippi	yankees	109
colorado	europe,	27
colorado	france	14
eire	kilkenny,leinster,eire,europe	3
,	africa,	30
africa,	yankees	26
malta	malta	5
,	malta	10
belgie	switzerland	12
belgie	germany	4
belgie	georgia	13
germany	switzerland	8
rossiya	switzerland	30
georgia	switzerland	12
germany	rossiya	29
georgia	germany	15
georgia	rossiya	44
europe,	michigan	75
,	state	8
africa,	maryland	75
africa,	tennessee	61
africa,	kentucky	148
africa	kentucky	26
africa,	missouri	58
africa	missouri	38
africa	mississippi	22
connecticut	iowa	27
kansas	ohio	72
iowa	kansas	38
iowa	maine	29
iowa	vermont	35
iowa	iowa	7
europe	france	140
sardegna	virginia	3
texan	texas	33
bharat	island	4
island	island	4
gronland	island	2
danmark,europe	island	2
europe,	island	2
bharat	gronland	2
bharat	danmark,europe	3
danmark,europe	gronland	1
europe,	gronland	1
danmark,europe	europe,	38
africa,	cyane	1
chu,guangdong,zhonghua,asia	cyane	1
africa,	chu,guangdong,zhonghua,asia	1
europe,	misr,africa	9
misr,africa	zhonghua,asia	1
hampshire	portugal	2
africa	benin	7
cavan,ulster,eire,europe	eire	1
oregon	yankees	2
espana	virginia	95
iowa	wyoming	1
kansas	wyoming	1
,	wyoming	3
,	iowa	11
cyphus	cyphus	1
madrid,madrid,madrid,espana,europe	madrid,madrid,madrid,espana,europe	49
steiermark	steiermark	1
steiermark	tirol	2
eire	pennsylvania	23
eire	maryland	56
eire	kentucky	61
delaware	eire	6
eire	tennessee	50
eire	massachusetts	35
eire	michigan	8
alabama	eire	21
connecticut	eire	6
eire	georgia	38
eire	louisiana	34
italia	pennsylvania	21
france	pennsylvania	232
pennsylvania	scotland	37
italia	maryland	48
maryland	scotland	93
italia	kentucky	52
kentucky	scotland	61
delaware	italia	4
delaware	scotland	3
italia	tennessee	35
scotland	tennessee	10
italia	massachusetts	19
massachusetts	scotland	13
italia	michigan	3
alabama	italia	18
connecticut	italia	2
georgia	italia	24
italia	maine	6
italia	louisiana	20
italia	scotland	7
france	michigan	33
connecticut	france	63
france	maine	83
france	louisiana	282
michigan	scotland	2
alabama	scotland	11
connecticut	scotland	4
georgia	scotland	8
louisiana	scotland	12
leipzig,leipzig,sachsen,deutschland,europe	leipzig,leipzig,sachsen,deutschland,europe	3
europe,	leipzig,leipzig,sachsen,deutschland,europe	17
ellas	leipzig,leipzig,sachsen,deutschland,europe	3
asia	leipzig,leipzig,sachsen,deutschland,europe	2
africa,	delaware	29
africa,	arkansas	31
discount	europe,	1
discount	france	1
gaeta,latina,lazio,italia,europe	istanbul,istanbul,marmara,turkiye,asia	4
istanbul,istanbul,marmara,turkiye,asia	messina,messina,sicilia,italia,europe	1
istanbul,istanbul,marmara,turkiye,asia	sardegna	2
espana	istanbul,istanbul,marmara,turkiye,asia	17
discount	istanbul,istanbul,marmara,turkiye,asia	1
istanbul,istanbul,marmara,turkiye,asia	torino,torino,piemonte,italia,europe	3
italia	messina,messina,sicilia,italia,europe	30
discount	italia	1
discount	gaeta,latina,lazio,italia,europe	1
messina,messina,sicilia,italia,europe	sardegna	3
espana	messina,messina,sicilia,italia,europe	7
austria	messina,messina,sicilia,italia,europe	7
discount	messina,messina,sicilia,italia,europe	1
magyarorszag	messina,messina,sicilia,italia,europe	6
messina,messina,sicilia,italia,europe	torino,torino,piemonte,italia,europe	5
discount	sardegna	1
sardegna	suriyah	2
espana	turkiye	57
discount	espana	3
espana	magyarorszag	34
austria	discount	1
discount	turkiye	1
magyarorszag	turkiye	36
discount	magyarorszag	4
discount	suriyah	1
discount	torino,torino,piemonte,italia,europe	1
magyarorszag	torino,torino,piemonte,italia,europe	15
africa,	pennsylvania	33
africa,	indiana	23
carondolet	missouri	2
,	carondolet	1
africa,	arizona	4
arizona	europe,	21
bordeaux,gironde,aquitaine,france,europe	torino,torino,piemonte,italia,europe	2
messina,messina,sicilia,italia,europe	rossiya	1
messina,messina,sicilia,italia,europe	prussia	2
bordeaux,gironde,aquitaine,france,europe	messina,messina,sicilia,italia,europe	1
austria	bordeaux,gironde,aquitaine,france,europe	3
bordeaux,gironde,aquitaine,france,europe	rossiya	2
bordeaux,gironde,aquitaine,france,europe	prussia	4
espana	kansas	123
kentucky	torino,torino,piemonte,italia,europe	4
torino,torino,piemonte,italia,europe	wisconsin	1
germany	napoli,napoli,campania,italia,europe	5
espana	germany	18
rossiya	virginia	88
espana	massachusetts	26
massachusetts	rossiya	61
massachusetts	yankees	76
espana	yankees	21
france	yankees	79
rossiya	yankees	38
espana	europe	21
europe	napoli,napoli,campania,italia,europe	2
austria	europe	22
hampshire	iowa	1
jawa	kentucky	4
jawa	missouri	2
ellas	jawa	2
ellas	sicilia	8
stockholm,stockholm,sverige,europe	suomi	2
messina,messina,sicilia,italia,europe	napoli,napoli,campania,italia,europe	27
espana	pennsylvania	60
espana	michigan	3
firenze,firenze,toscana,italia,europe	zhonghua	3
firenze,firenze,toscana,italia,europe	napoli,napoli,campania,italia,europe	2
bermuda	cork,cork,munster,eire,europe	1
florida	france	98
europe	mississippi	4
europe	louisiana	8
europe	texas	11
europe	florida	11
africa	alabama	14
africa	louisiana	15
africa	texas	15
africa	florida	13
,	asia	18
asia	asia	10
asia	istanbul,istanbul,marmara,turkiye,asia	6
italia	sverige	25
pennsylvania	sverige	3
island	suriyah	1
france	island	1
africa,	hampshire	2
africa,	kansas	20
hampshire	kansas	8
africa,	espana	16
noes	virginia	5
hampshire	noes	2
,	noes	2
hampshire	hampshire	9
genova,genova,liguria,italia,europe	kirdorf	1
cuba	peru	1
nicaragua	pennsylvania	6
dan	dublin,dublin,dublin,leinster,eire,europe	1
africa,	massachusetts	47
kentucky	sardegna	1
kentucky	turkiye	22
massachusetts	sardegna	4
massachusetts	turkiye	12
france	vermont	76
sardegna	vermont	2
turkiye	vermont	4
california	europe,	189
polska	portugal	9
espana	polska	49
eire	polska	38
polska	pultusk,mazowieckie,polska,europe	2
leipzig,leipzig,sachsen,deutschland,europe	polska	2
franci	polska	2
eire	portugal	17
istanbul,istanbul,marmara,turkiye,asia	portugal	6
portugal	pultusk,mazowieckie,polska,europe	2
leipzig,leipzig,sachsen,deutschland,europe	portugal	5
portugal	portugal	29
franci	portugal	2
eire	espana	77
espana	pultusk,mazowieckie,polska,europe	3
espana	leipzig,leipzig,sachsen,deutschland,europe	5
espana	franci	3
pultusk,mazowieckie,polska,europe	rossiya	2
